Date,avg prcp
Jul-03,0
Aug-03,0
Sep-03,0
Oct-03,0
Nov-03,0.020333333
Dec-03,0.079032258
Jan-04,0.029032258
Feb-04,0.075862069
Mar-04,0.046129032
Apr-04,0.013333333
May-04,0
Jun-04,0
Jul-04,0
Aug-04,0
Sep-04,0
Oct-04,0.05483871
Nov-04,0
Dec-04,0
Jan-05,0
Feb-05,0
Mar-05,0.074516129
Apr-05,0.032333333
May-05,0.028387097
Jun-05,0
Jul-05,0
Aug-05,0
Sep-05,0
Oct-05,0
Nov-05,0
Dec-05,0.051935484
Jan-06,0
Feb-06,0.005357143
Mar-06,0
Apr-06,0
May-06,0.017096774
Jun-06,0
Jul-06,0
Aug-06,0
Sep-06,0
Oct-06,0.008387097
Nov-06,0.001
Dec-06,0
Jan-07,0.010322581
Feb-07,0.057142857
Mar-07,0
Apr-07,0
May-07,0
Jun-07,0
Jul-07,0
Aug-07,0
Sep-07,0
Oct-07,0.028387097
Nov-07,0.003333333
Dec-07,0.045483871
Jan-08,0.073225806
Feb-08,0
Mar-08,0
Apr-08,0
May-08,0.011612903
Jun-08,0
Jul-08,0
Aug-08,0
Sep-08,0
Oct-08,0
Nov-08,0.063
Dec-08,0.041290323
Jan-09,0.037096774
Feb-09,0
Mar-09,0.005806452
Apr-09,0.010333333
May-09,0.012903226
Jun-09,0.006333333
Jul-09,0
Aug-09,0
Sep-09,0.000666667
Oct-09,0.047419355
Nov-09,0.005666667
Dec-09,0.055483871
Jan-10,0
Feb-10,0
Mar-10,0
Apr-10,0.068666667
May-10,0.009032258
Jun-10,0
Jul-10,0
Aug-10,0
Sep-10,0
Oct-10,0.021612903
Nov-10,0
Dec-10,0.204193548
Jan-11,0.0496
Feb-11,0.035185185
Mar-11,0.076451613
Apr-11,0.013333333
May-11,0.012592593
Jun-11,0.023076923
Jul-11,0
Aug-11,0
Sep-11,0
Oct-11,0
Nov-11,0.015416667
Dec-11,0
Jan-12,0.015555556
Feb-12,0.011071429
Mar-12,0.051612903
Apr-12,0.092666667
May-12,0
Jun-12,0.012962963
Jul-12,0
Aug-12,0
Sep-12,0
Oct-12,0.001304348
Nov-12,0.007
Dec-12,0.057931034
Jan-13,0.0104
Feb-13,0.036
Mar-13,0.018214286
Apr-13,0
May-13,0.035416667
Jun-13,0
Jul-13,0
Aug-13,0.002
Sep-13,0
Oct-13,0.0025
Nov-13,0.027083333
Dec-13,0.009090909
Jan-14,0.014782609
Feb-14,0.041851852
Mar-14,0.047419355
Apr-14,0.023571429
May-14,0.003225806
Jun-14,0
Jul-14,0
Aug-14,0
Sep-14,0.001923077
Oct-14,0
Nov-14,0.038666667
Dec-14,0.083870968
Jan-15,0.004516129
Feb-15,0.052857143
Mar-15,0.003666667
Apr-15,0.021666667
May-15,0
Jun-15,0.000666667
Jul-15,0
Aug-15,0
Sep-15,0
Oct-15,0.040967742
Nov-15,0.028928571
Dec-15,0.053571429
Jan-16,0.079032258
Feb-16,0.025862069
Mar-16,0.065333333
Apr-16,0.024444444
May-16,0.010322581
Jun-16,0.001724138
Jul-16,0
Aug-16,0
Sep-16,0
Oct-16,0.023448276
Nov-16,0.0016
Dec-16,0.067333333
Jan-17,0.157096774
Feb-17,0.097142857
Mar-17,0.065666667
Apr-17,0.046333333
May-17,0.003928571
Jun-17,0.002068966
Jul-17,0
Aug-17,0
Sep-17,0.003571429
Oct-17,0.003448276
Nov-17,0.007692308
Dec-17,0.003478261
Jan-18,0.036666667
Feb-18,0.0268
Mar-18,0.110322581
Apr-18,0.029285714
May-18,0
Jun-18,0
Jul-18,0
Aug-18,0
Sep-18,0
Oct-18,0
Nov-18,0
Dec-18,0
