STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
US1CATL0002,"LINDSAY 0.5 N, CA US",12/15/2008,0.39,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/16/2008,0.7,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/17/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/18/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/19/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/20/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/21/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/22/2008,0.18,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/23/2008,0.04,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/24/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/25/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/26/2008,0.17,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/27/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/28/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/29/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/30/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",12/31/2008,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/3/2009,0.2,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/6/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/8/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/9/2009,0.03,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/11/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/12/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/14/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/17/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/18/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/22/2009,0.13,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/23/2009,0.14,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/24/2009,0.29,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/25/2009,0.13,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/26/2009,0.12,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/29/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/30/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",1/31/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/6/2009,0.02,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/7/2009,0.22,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/8/2009,0.04,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/9/2009,0.18,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/10/2009,0.19,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/11/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/12/2009,0.36,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/14/2009,0.14,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/17/2009,0.35,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/18/2009,0.13,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/22/2009,0.04,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/23/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/24/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/25/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/26/2009,0.02,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",2/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/4/2009,0.09,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/6/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/8/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/9/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/11/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/12/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/14/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/17/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/18/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/22/2009,0.09,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/23/2009,0.04,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/24/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/25/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/26/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/29/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/30/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",3/31/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/6/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/8/2009,0.46,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/9/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/11/2009,0.03,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/12/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/14/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/17/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/18/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/22/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/23/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/24/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/25/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/26/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/29/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",4/30/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/2/2009,0.49,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/6/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/8/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/9/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/11/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/12/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/14/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/17/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/18/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/22/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/23/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/24/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/25/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/26/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/29/2009,0.34,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/30/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",5/31/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/5/2009,0.1,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/6/2009,0.03,,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/8/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/9/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/11/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/12/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/14/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/17/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/18/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/22/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/23/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/24/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/25/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/26/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/29/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",6/30/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/6/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/8/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/9/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/11/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/12/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/14/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/17/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/18/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/22/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/23/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/24/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/25/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/26/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/29/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/30/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",7/31/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/6/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/8/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/9/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/11/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/12/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/13/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/14/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/15/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/16/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/17/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/18/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/19/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/20/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/21/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/22/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/23/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/24/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/25/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/26/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/27/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/28/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/29/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/30/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",8/31/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/1/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/2/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/3/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/4/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/5/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/6/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/7/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/8/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/9/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/10/2009,0,0,,,
US1CATL0002,"LINDSAY 0.5 N, CA US",9/11/2009,0,0,,,
